"Naimenovanie obrazovatelnoy organizatsii,Kod professii,Naimenovanie pokazateley,Summarnyy vypusk 2021,Trudoustroeny,v sootvetstvii s osvoennoy professiey,rabotayut na protyazhenii ne menee 4-kh mesyatsev,IP,Samozanyatye,Prodolzhili obuchenie,Prokhodyat sluzhbu v armii po prizyvu,Prokhodyat sluzhbu v armii na kontraktnoy osnove,Nakhodyatsya v otpuske po ukhodu za rebenkom,Neformalnaya zanyatost,Zaregistrirovany v tsentrakh zanyatosti v kachestve bezrabotnykh,Ne imeyut motivatsii k trudoustroystvu,Inye prichiny,Smert; tyazheloe sostoyanie zdorovya,Nakhodyatsya pod sledstviem; otbyvayut nakazanie ,Pereezd za predely Rossiyskoy Federatsii,Ne mogut trudoustraivatsya v svyazi s ukhodom za bolnymi rodstvennikami,Vypuskniki iz chisla inostrannykh grazhdan,Inoe,budut trudoustroeny,budut IP,budut samozanyatymi,budut prizvany v armiyu,budut v armii na kontraktnoy osnove,budut prodolzhat obuchenie"
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.03 Operatsionnaya deyatelnost v logistike,Vsego  (obschaya chislennost vypusknikov),29,14,13,14,0,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.03 Operatsionnaya deyatelnost v logistike,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.03 Operatsionnaya deyatelnost v logistike,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.03 Operatsionnaya deyatelnost v logistike,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.03 Operatsionnaya deyatelnost v logistike,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.04 Kommertsiya (po otraslyam),Vsego  (obschaya chislennost vypusknikov),60,32,32,30,0,1,5,9,0,1,2,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.04 Kommertsiya (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.04 Kommertsiya (po otraslyam),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.04 Kommertsiya (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.04 Kommertsiya (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,Vsego  (obschaya chislennost vypusknikov),13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.06 Finansy,Vsego  (obschaya chislennost vypusknikov),26,17,16,15,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.06 Finansy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.06 Finansy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.06 Finansy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,38.02.06 Finansy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,Vsego  (obschaya chislennost vypusknikov),55,43,38,25,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,40.02.01 Pravo i organizatsiya sotsialnogo obespecheniya,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,Vsego  (obschaya chislennost vypusknikov),23,18,18,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Nizhnetagilskiy torgovo-ekonomicheskiy kolledzh,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,08.01.08 Master otdelochnykh stroitelnykh rabot,Vsego  (obschaya chislennost vypusknikov),12,7,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,08.01.08 Master otdelochnykh stroitelnykh rabot,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,08.01.08 Master otdelochnykh stroitelnykh rabot,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,08.01.08 Master otdelochnykh stroitelnykh rabot,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,08.01.08 Master otdelochnykh stroitelnykh rabot,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.05 Svarschik (ruchnoy i chastichno mekhanizirovannoy svarki (naplavki),Vsego  (obschaya chislennost vypusknikov),23,8,4,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.05 Svarschik (ruchnoy i chastichno mekhanizirovannoy svarki (naplavki),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.05 Svarschik (ruchnoy i chastichno mekhanizirovannoy svarki (naplavki),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.05 Svarschik (ruchnoy i chastichno mekhanizirovannoy svarki (naplavki),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.05 Svarschik (ruchnoy i chastichno mekhanizirovannoy svarki (naplavki),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.25 Stanochnik (metalloobrabotka),Vsego  (obschaya chislennost vypusknikov),17,7,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.25 Stanochnik (metalloobrabotka),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.25 Stanochnik (metalloobrabotka),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.25 Stanochnik (metalloobrabotka),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,15.01.25 Stanochnik (metalloobrabotka),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Vsego  (obschaya chislennost vypusknikov),33,23,14,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Novouralskiy tekhnologicheskiy kolledzh,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.05 Zakroyschik,Vsego  (obschaya chislennost vypusknikov),31,24,16,15,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.05 Zakroyschik,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.05 Zakroyschik,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.05 Zakroyschik,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.05 Zakroyschik,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.07 Portnoy,Vsego  (obschaya chislennost vypusknikov),8,6,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.07 Portnoy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.07 Portnoy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.07 Portnoy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.01.07 Portnoy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.02.04 Konstruirovanie; modelirovanie i tekhnologiya shveynykh izdelii,Vsego  (obschaya chislennost vypusknikov),20,17,13,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.02.04 Konstruirovanie; modelirovanie i tekhnologiya shveynykh izdelii,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.02.04 Konstruirovanie; modelirovanie i tekhnologiya shveynykh izdelii,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.02.04 Konstruirovanie; modelirovanie i tekhnologiya shveynykh izdelii,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Oblastnoy tekhnikum dizayna i servisa,29.02.04 Konstruirovanie; modelirovanie i tekhnologiya shveynykh izdelii,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.01.03 Kontroler banka,Vsego  (obschaya chislennost vypusknikov),20,12,10,5,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.01.03 Kontroler banka,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.01.03 Kontroler banka,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.01.03 Kontroler banka,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.01.03 Kontroler banka,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.02 Strakhovoe delo (po otraslyam),Vsego  (obschaya chislennost vypusknikov),17,9,5,5,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.02 Strakhovoe delo (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.02 Strakhovoe delo (po otraslyam),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.02 Strakhovoe delo (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.02 Strakhovoe delo (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.07 Bankovskoe delo,Vsego  (obschaya chislennost vypusknikov),24,17,12,10,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.07 Bankovskoe delo,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.07 Bankovskoe delo,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.07 Bankovskoe delo,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,38.02.07 Bankovskoe delo,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.02.01 Reklama,Vsego  (obschaya chislennost vypusknikov),14,9,5,5,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.02.01 Reklama,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.02.01 Reklama,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.02.01 Reklama,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.02.01 Reklama,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.01.01 Agent reklamnyy,Vsego  (obschaya chislennost vypusknikov),15,13,8,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.01.01 Agent reklamnyy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.01.01 Agent reklamnyy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.01.01 Agent reklamnyy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Oblastnoy tekhnikum dizayna i servisa,42.01.01 Agent reklamnyy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Pervouralskiy metallurgicheskiy kolledzh,07.02.01 Arkhitektura,Vsego  (obschaya chislennost vypusknikov),11,5,3,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Pervouralskiy metallurgicheskiy kolledzh,07.02.01 Arkhitektura,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Pervouralskiy metallurgicheskiy kolledzh,07.02.01 Arkhitektura,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Pervouralskiy metallurgicheskiy kolledzh,07.02.01 Arkhitektura,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Pervouralskiy metallurgicheskiy kolledzh,07.02.01 Arkhitektura,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Pervouralskiy metallurgicheskiy kolledzh,09.02.05 Prikladnaya informatika (po otraslyam),Vsego  (obschaya chislennost vypusknikov),15,9,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Pervouralskiy metallurgicheskiy kolledzh,09.02.05 Prikladnaya informatika (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
