"Naimenovanie obrazovatelnoy organizatsii,Kod professii,Naimenovanie pokazateley,Summarnyy vypusk 2021,Trudoustroeny,v sootvetstvii s osvoennoy professiey,rabotayut na protyazhenii ne menee 4-kh mesyatsev,IP,Samozanyatye,Prodolzhili obuchenie,Prokhodyat sluzhbu v armii po prizyvu,Prokhodyat sluzhbu v armii na kontraktnoy osnove,Nakhodyatsya v otpuske po ukhodu za rebenkom,Neformalnaya zanyatost,Zaregistrirovany v tsentrakh zanyatosti v kachestve bezrabotnykh,Ne imeyut motivatsii k trudoustroystvu,Inye prichiny,Smert; tyazheloe sostoyanie zdorovya,Nakhodyatsya pod sledstviem; otbyvayut nakazanie ,Pereezd za predely Rossiyskoy Federatsii,Ne mogut trudoustraivatsya v svyazi s ukhodom za bolnymi rodstvennikami,Vypuskniki iz chisla inostrannykh grazhdan,Inoe,budut trudoustroeny,budut IP,budut samozanyatymi,budut prizvany v armiyu,budut v armii na kontraktnoy osnove,budut prodolzhat obuchenie"
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,Vsego  (obschaya chislennost vypusknikov),45,12,10,2,0,3,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.03 Proizvodstvo nemetallicheskikh stroitelnykh izdeliy i konstruktsiy,Vsego  (obschaya chislennost vypusknikov),5,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.03 Proizvodstvo nemetallicheskikh stroitelnykh izdeliy i konstruktsiy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.03 Proizvodstvo nemetallicheskikh stroitelnykh izdeliy i konstruktsiy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.03 Proizvodstvo nemetallicheskikh stroitelnykh izdeliy i konstruktsiy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.03 Proizvodstvo nemetallicheskikh stroitelnykh izdeliy i konstruktsiy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.06 Stroitelstvo i ekspluatatsiya gorodskikh putey soobscheniya,Vsego  (obschaya chislennost vypusknikov),13,6,5,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.06 Stroitelstvo i ekspluatatsiya gorodskikh putey soobscheniya,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.06 Stroitelstvo i ekspluatatsiya gorodskikh putey soobscheniya,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.06 Stroitelstvo i ekspluatatsiya gorodskikh putey soobscheniya,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.06 Stroitelstvo i ekspluatatsiya gorodskikh putey soobscheniya,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.10 Stroitelstvo zheleznykh dorog; put i putevoe khozyaystvo,Vsego  (obschaya chislennost vypusknikov),21,8,8,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.10 Stroitelstvo zheleznykh dorog; put i putevoe khozyaystvo,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.10 Stroitelstvo zheleznykh dorog; put i putevoe khozyaystvo,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.10 Stroitelstvo zheleznykh dorog; put i putevoe khozyaystvo,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,08.02.10 Stroitelstvo zheleznykh dorog; put i putevoe khozyaystvo,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,09.02.03 Programmirovanie v kompyuternykh sistemakh,Vsego  (obschaya chislennost vypusknikov),11,4,4,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,09.02.03 Programmirovanie v kompyuternykh sistemakh,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,09.02.03 Programmirovanie v kompyuternykh sistemakh,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,09.02.03 Programmirovanie v kompyuternykh sistemakh,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,09.02.03 Programmirovanie v kompyuternykh sistemakh,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,20.02.01 Ratsionalnoe ispolzovanie prirodokhozyaystvennykh kompleksov,Vsego  (obschaya chislennost vypusknikov),15,10,8,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,20.02.01 Ratsionalnoe ispolzovanie prirodokhozyaystvennykh kompleksov,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,20.02.01 Ratsionalnoe ispolzovanie prirodokhozyaystvennykh kompleksov,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,20.02.01 Ratsionalnoe ispolzovanie prirodokhozyaystvennykh kompleksov,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,20.02.01 Ratsionalnoe ispolzovanie prirodokhozyaystvennykh kompleksov,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,Vsego  (obschaya chislennost vypusknikov),13,4,4,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,27.02.03 Avtomatika i telemekhanika na transporte (zheleznodorozhnom transporte),Vsego  (obschaya chislennost vypusknikov),13,2,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,27.02.03 Avtomatika i telemekhanika na transporte (zheleznodorozhnom transporte),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,27.02.03 Avtomatika i telemekhanika na transporte (zheleznodorozhnom transporte),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,27.02.03 Avtomatika i telemekhanika na transporte (zheleznodorozhnom transporte),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,27.02.03 Avtomatika i telemekhanika na transporte (zheleznodorozhnom transporte),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,38.02.07 Bankovskoe delo,Vsego  (obschaya chislennost vypusknikov),22,13,11,1,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,38.02.07 Bankovskoe delo,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,38.02.07 Bankovskoe delo,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,38.02.07 Bankovskoe delo,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,38.02.07 Bankovskoe delo,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,43.02.11 Gostinichnyy servis,Vsego  (obschaya chislennost vypusknikov),12,8,7,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,43.02.11 Gostinichnyy servis,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,43.02.11 Gostinichnyy servis,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,43.02.11 Gostinichnyy servis,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,43.02.11 Gostinichnyy servis,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,54.02.01 Dizayn (po otraslyam),Vsego  (obschaya chislennost vypusknikov),33,21,14,0,0,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,54.02.01 Dizayn (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,54.02.01 Dizayn (po otraslyam),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,54.02.01 Dizayn (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy kolledzh transportnogo stroitelstva,54.02.01 Dizayn (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,Vsego  (obschaya chislennost vypusknikov),63,41,41,41,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.01 Stroitelstvo i ekspluatatsiya zdaniy i sooruzheniy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.07 Montazh i ekspluatatsiya vnutrennikh santekhnicheskikh ustroystv; konditsionirovaniya vozdukha i ventilyatsii,Vsego  (obschaya chislennost vypusknikov),20,10,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.07 Montazh i ekspluatatsiya vnutrennikh santekhnicheskikh ustroystv; konditsionirovaniya vozdukha i ventilyatsii,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.07 Montazh i ekspluatatsiya vnutrennikh santekhnicheskikh ustroystv; konditsionirovaniya vozdukha i ventilyatsii,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.07 Montazh i ekspluatatsiya vnutrennikh santekhnicheskikh ustroystv; konditsionirovaniya vozdukha i ventilyatsii,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.07 Montazh i ekspluatatsiya vnutrennikh santekhnicheskikh ustroystv; konditsionirovaniya vozdukha i ventilyatsii,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.08 Montazh i ekspluatatsiya oborudovaniya i sistem gazosnabzheniya,Vsego  (obschaya chislennost vypusknikov),30,20,19,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.08 Montazh i ekspluatatsiya oborudovaniya i sistem gazosnabzheniya,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.08 Montazh i ekspluatatsiya oborudovaniya i sistem gazosnabzheniya,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.08 Montazh i ekspluatatsiya oborudovaniya i sistem gazosnabzheniya,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.08 Montazh i ekspluatatsiya oborudovaniya i sistem gazosnabzheniya,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.09 Montazh; naladka i ekspluatatsiya elektrooborudovaniya promyshlennykh i grazhdanskikh zdaniy,Vsego  (obschaya chislennost vypusknikov),25,12,12,12,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.09 Montazh; naladka i ekspluatatsiya elektrooborudovaniya promyshlennykh i grazhdanskikh zdaniy,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.09 Montazh; naladka i ekspluatatsiya elektrooborudovaniya promyshlennykh i grazhdanskikh zdaniy,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.09 Montazh; naladka i ekspluatatsiya elektrooborudovaniya promyshlennykh i grazhdanskikh zdaniy,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.09 Montazh; naladka i ekspluatatsiya elektrooborudovaniya promyshlennykh i grazhdanskikh zdaniy,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.11 Upravlenie; ekspluatatsiya i obsluzhivanie mnogokvartirnogo doma,Vsego  (obschaya chislennost vypusknikov),26,20,19,20,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.11 Upravlenie; ekspluatatsiya i obsluzhivanie mnogokvartirnogo doma,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.11 Upravlenie; ekspluatatsiya i obsluzhivanie mnogokvartirnogo doma,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.11 Upravlenie; ekspluatatsiya i obsluzhivanie mnogokvartirnogo doma,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,08.02.11 Upravlenie; ekspluatatsiya i obsluzhivanie mnogokvartirnogo doma,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.04 Informatsionnye sistemy (po otraslyam),Vsego  (obschaya chislennost vypusknikov),24,14,14,14,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.04 Informatsionnye sistemy (po otraslyam),iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.04 Informatsionnye sistemy (po otraslyam),iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.04 Informatsionnye sistemy (po otraslyam),Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.04 Informatsionnye sistemy (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.07 Informatsionnye sistemy i programmirovanie,Vsego  (obschaya chislennost vypusknikov),12,9,8,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.07 Informatsionnye sistemy i programmirovanie,iz obschey chislennosti vypusknikov (iz stroki 01): litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.07 Informatsionnye sistemy i programmirovanie,iz chisla lits s OVZ (iz stroki 02): invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.07 Informatsionnye sistemy i programmirovanie,Invalidy i deti-invalidy (krome uchtennykh v stroke 03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Ekaterinburgskiy montazhnyy kolledzh,09.02.07 Informatsionnye sistemy i programmirovanie,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
