1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.01.03 Avtomekhanik,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.01.03 Avtomekhanik,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.01.03 Avtomekhanik,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.01.07 Mashinist krana (kranovschik),Vsego,21,11,11,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.01.07 Mashinist krana (kranovschik),litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.01.07 Mashinist krana (kranovschik),litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.01.07 Mashinist krana (kranovschik),Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.01.07 Mashinist krana (kranovschik),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,Vsego,22,9,9,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,23.02.03 Tekhnicheskoe obsluzhivanie i remont avtomobilnogo transporta,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,38.02.02 Strakhovoe delo (po otraslyam),Vsego,21,14,14,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,38.02.02 Strakhovoe delo (po otraslyam),litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,38.02.02 Strakhovoe delo (po otraslyam),litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,38.02.02 Strakhovoe delo (po otraslyam),Invalidy i deti-invalidy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy politekhnicheskiy tekhnikum,38.02.02 Strakhovoe delo (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Vsego,20,14,12,13,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,23.01.03 Avtomekhanik,Vsego,42,29,21,27,0,0,0,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,23.01.03 Avtomekhanik,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,23.01.03 Avtomekhanik,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,23.01.03 Avtomekhanik,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,23.01.03 Avtomekhanik,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Vsego,13,12,8,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,Vsego,25,18,16,17,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,38.02.05 Tovarovedenie i ekspertiza kachestva potrebitelskikh tovarov,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,Vsego,13,11,10,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Serovskiy tekhnikum sfery obsluzhivaniya i pitaniya,43.02.01 Organizatsiya obsluzhivaniya v obschestvennom pitanii,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,09.02.03 Programmirovanie v kompyuternykh sistemakh,Vsego,15,9,7,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,09.02.03 Programmirovanie v kompyuternykh sistemakh,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,09.02.03 Programmirovanie v kompyuternykh sistemakh,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,09.02.03 Programmirovanie v kompyuternykh sistemakh,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,09.02.03 Programmirovanie v kompyuternykh sistemakh,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Vsego,20,12,12,11,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,19.02.10 Tekhnologiya produktsii obschestvennogo pitaniya,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.01.13 Traktorist-mashinist selskokhozyaystvennogo proizvodstva,Vsego,17,7,7,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.01.13 Traktorist-mashinist selskokhozyaystvennogo proizvodstva,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.01.13 Traktorist-mashinist selskokhozyaystvennogo proizvodstva,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.01.13 Traktorist-mashinist selskokhozyaystvennogo proizvodstva,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.01.13 Traktorist-mashinist selskokhozyaystvennogo proizvodstva,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.02.07 Mekhanizatsiya selskogo khozyaystva,Vsego,17,10,7,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.02.07 Mekhanizatsiya selskogo khozyaystva,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.02.07 Mekhanizatsiya selskogo khozyaystva,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.02.07 Mekhanizatsiya selskogo khozyaystva,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,35.02.07 Mekhanizatsiya selskogo khozyaystva,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Vsego,20,11,6,2,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,38.02.01 Ekonomika i bukhgalterskiy uchet (po otraslyam),Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,39.01.01 Sotsialnyy rabotnik,Vsego,24,20,13,13,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,39.01.01 Sotsialnyy rabotnik,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,39.01.01 Sotsialnyy rabotnik,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,39.01.01 Sotsialnyy rabotnik,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Slobodoturinskiy agrarno-ekonomicheskiy tekhnikum,39.01.01 Sotsialnyy rabotnik,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.06 Master sukhogo stroitelstva,Vsego,14,8,7,6,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.06 Master sukhogo stroitelstva,litsa s OVZ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.06 Master sukhogo stroitelstva,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.06 Master sukhogo stroitelstva,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.06 Master sukhogo stroitelstva,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.08 Master otdelochnykh stroitelnykh rabot,Vsego,19,14,12,10,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.08 Master otdelochnykh stroitelnykh rabot,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.08 Master otdelochnykh stroitelnykh rabot,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.08 Master otdelochnykh stroitelnykh rabot,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,08.01.08 Master otdelochnykh stroitelnykh rabot,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,22.02.06 Svarochnoe proizvodstvo,Vsego,14,10,8,7,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,22.02.06 Svarochnoe proizvodstvo,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,22.02.06 Svarochnoe proizvodstvo,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,22.02.06 Svarochnoe proizvodstvo,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,22.02.06 Svarochnoe proizvodstvo,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,23.01.08 Slesar po remontu stroitelnykh mashin,Vsego,14,5,5,5,1,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,23.01.08 Slesar po remontu stroitelnykh mashin,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,23.01.08 Slesar po remontu stroitelnykh mashin,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,23.01.08 Slesar po remontu stroitelnykh mashin,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,23.01.08 Slesar po remontu stroitelnykh mashin,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,35.02.03 Tekhnologiya derevoobrabotki,Vsego,11,4,4,4,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,35.02.03 Tekhnologiya derevoobrabotki,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,35.02.03 Tekhnologiya derevoobrabotki,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,35.02.03 Tekhnologiya derevoobrabotki,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sotsialno-professionalnyy tekhnikum Stroitel,35.02.03 Tekhnologiya derevoobrabotki,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,08.01.07 Master obschestroitelnykh rabot,Vsego,20,5,5,3,2,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,08.01.07 Master obschestroitelnykh rabot,litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,08.01.07 Master obschestroitelnykh rabot,litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,08.01.07 Master obschestroitelnykh rabot,Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,08.01.07 Master obschestroitelnykh rabot,Imeyut dogovor o tselevom obuchenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,13.02.11 Tekhnicheskaya ekspluatatsiya i obsluzhivanie elektricheskogo i elektromekhanicheskogo oborudovaniya (po otraslyam),Vsego,25,15,15,13,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,13.02.11 Tekhnicheskaya ekspluatatsiya i obsluzhivanie elektricheskogo i elektromekhanicheskogo oborudovaniya (po otraslyam),litsa s OVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,13.02.11 Tekhnicheskaya ekspluatatsiya i obsluzhivanie elektricheskogo i elektromekhanicheskogo oborudovaniya (po otraslyam),litsa s OVZ (invalidy i deti-invalidy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPOU SO Sukholozhskiy mnogoprofilnyy tekhnikum,13.02.11 Tekhnicheskaya ekspluatatsiya i obsluzhivanie elektricheskogo i elektromekhanicheskogo oborudovaniya (po otraslyam),Invalidy i deti-invalidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
