ID,Образовательная организация,Профессия,Выпуск,Трудоустроены ,Трудоустроены по специальности,Индивидуальные предприниматели,Самозанятые,Продолжили обучение,Служба в ВС РФ,Служба по контракту,Декрет,Неформальная занятость,Зарегистрированы в ЦЗН в качестве безработных,Не имеют мотивации к трудоустройству,Иные причины нахождения под риском нетрудоустройства,Смерть; тяжелое состояние здоровья,Находятся под следствием; отбывают наказание ,Переезд за пределы РФ,Не могут трудоустраиваться в связи с семейными обстоятельствами,Выпускники из числа иностранных граждан; которые не имеют СНИЛС,Иное,будут трудоустроены,будут осуществлять предприни-мательскую деятельность,будут самозанятыми,будут призваны в армию,будут в армии на контрактной основе,будут продолжать обучение
561,ГАПОУ СО Уральский горнозаводской колледж имени Демидовых,38.02.01 Экономика и бухгалтерский учет (по отраслям),11,4,4,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,ГАПОУ СО Уральский горнозаводской колледж имени Демидовых,40.02.01 Право и организация социального обеспечения,20,5,5,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,ГАПОУ СО Уральский горнозаводской колледж имени Демидовых,38.02.01 Экономика и бухгалтерский учет (по отраслям),5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,ГАПОУ СО Уральский горнозаводской колледж имени Демидовых,15.02.08 Технология машиностроения,19,12,12,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,08.02.01 Строительство и эксплуатация зданий и сооружений,24,19,17,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,09.02.02 Компьютерные сети,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,09.02.03 Программирование в компьютерных системах,26,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,10.02.03 Информационная безопасность автоматизированных систем,28,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,10.02.05 Обеспечение информационной безопасности автоматизированных систем,17,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),40,23,23,12,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,15.02.01 Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),14,6,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,15.02.07 Автоматизация технологических процессов и производств (по отраслям),16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,18.02.01 Аналитический контроль качества химических соединений,41,34,24,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,21.02.05 Земельно-имущественные отношения,91,71,69,2,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,21.02.14 Маркшейдерское дело,21,17,17,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,21.02.17 Подземная разработка месторождений полезных ископаемых,39,35,31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,22.02.02 Металлургия цветных металлов,39,26,21,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,16,7,7,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,38.02.01 Экономика и бухгалтерский учет (по отраслям),45,37,34,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,38.02.02 Страховое дело (по отраслям),19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,38.02.04 Коммерция (по отраслям),93,90,72,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,38.02.07 Банковское дело,28,27,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,40.02.01 Право и организация социального обеспечения,128,115,109,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,42.02.01 Реклама,48,38,34,0,3,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,43.02.10 Туризм,24,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова,43.02.11 Гостиничный сервис,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (В.Пышма),08.02.01 Строительство и эксплуатация зданий и сооружений,11,8,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (В.Пышма),40.02.01 Право и организация социального обеспечения,52,45,37,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (В.Пышма),42.02.01 Реклама,16,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (Киров),08.02.09 Монтаж; наладка и эксплуатация электрооборудования промышленных и гражданских зданий,38,18,15,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (Киров),13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),7,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (Киров),15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),11,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (Киров),15.02.01 Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),12,8,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (Киров),19.02.10 Технология продукции общественного питания,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (Киров),22.02.02 Металлургия цветных металлов,8,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,ГАПОУ СО Уральский государственный колледж им. И.И. Ползунова (Киров),40.02.01 Право и организация социального обеспечения,11,9,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,ГАПОУ СО Уральский железнодорожный техникум,08.02.10 Строительство железных дорог; путь и путевое хозяйство,33,17,13,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,ГАПОУ СО Уральский железнодорожный техникум,09.02.07 Информационные системы и программирование,6,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,ГАПОУ СО Уральский железнодорожный техникум,23.02.01 Организация перевозок и управление на транспорте (по видам),89,59,42,1,1,2,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,ГАПОУ СО Уральский железнодорожный техникум,23.02.06 Техническая эксплуатация подвижного состава железных дорог,79,30,25,4,1,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,ГАПОУ СО Уральский железнодорожный техникум,27.02.03 Автоматика и телемеханика на транспорте (железнодорожном транспорте),28,14,10,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,ГАПОУ СО Уральский железнодорожный техникум,38.02.03 Операционная деятельность в логистике,48,24,18,0,0,8,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,ГАПОУ СО Уральский железнодорожный техникум (Красноуфимский филиал),09.01.03 Мастер по обработке цифровой информации,19,10,5,0,0,0,5,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
604,ГАПОУ СО Уральский железнодорожный техникум (Красноуфимский филиал),23.01.09 Машинист локомотива,62,3,3,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,ГАПОУ СО Уральский железнодорожный техникум (Красноуфимский филиал),29.01.05 Закройщик,7,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,ГАПОУ СО Уральский железнодорожный техникум (Красноуфимский филиал),43.01.05 Оператор по обработке перевозочных документов на железнодорожном транспорте,19,12,7,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,ГАПОУ СО Уральский колледж бизнеса; управления и технологии красоты,21.02.05 Земельно-имущественные отношения,5,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,ГАПОУ СО Уральский колледж бизнеса; управления и технологии красоты,29.02.04 Конструирование; моделирование и технология швейных изделии,10,5,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
